our_id	our_name	kind	owned	current_bgg_id	verdict	proposed_bgg_id	bgg_name	bgg_year	bgg_publisher	bgg_type	our_year	our_publisher	score	score_components	evidence_url	note	near_miss_rejected	sibling_risk
169	Deep Rock Galactic: Horrors of Hoxxes Acrylic Tokens	accessory	yes		PROPOSED	474536	Deep Rock Galactic: Horrors of Hoxxes – Acrylic Tokens	2026	MOOD Publishing	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/474536		rejected 450406 "Deep Rock Galactic: Horrors of Hoxxes" (?) — same family, different product (isFragmentOf)	
170	Deep Rock Galactic: Rival Incursion Acrylic Tokens	accessory	yes		PROPOSED	474537	Deep Rock Galactic: Rival Incursion – Acrylic Tokens	2026	MOOD Publishing	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/474537		rejected 450336 "Deep Rock Galactic: Rival Incursion" (?) — same family, different product (isFragmentOf)	
171	Deep Rock Galactic: Rivals Card Sleeves	accessory	yes		UNMATCHED									22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.55 < 0.7	
172	Deep Rock Galactic: Upgrade Kit Deluxe	accessory	yes		UNMATCHED									35 candidate(s) found, none the same product		35 candidate(s) found, none the same product	rejected 466964 "Compania: Deluxe Upgrade Kit" (2026) — similarity 0.6 < 0.7	
173	Scales of Fate: Community Card Pack	promo	yes		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 462006 "Scales of Fate: Community Cards Vol. 1" (2025) — similarity 0.67 < 0.7	
174	Scales of Fate: Make it Metal	accessory	yes		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 437356 "Scales of Fate" (2025) — same family, different product (isFragmentOf)	
175	Scales of Fate: Card Sleeves	accessory	yes		UNMATCHED									74 candidate(s) found, none the same product		74 candidate(s) found, none the same product	rejected 435132 "Explorers of Navoria: Card Sleeves" (2024) — similarity 0.6 < 0.7	
176	Dice Throne Outcasts: Promo Pack	promo	yes		PROPOSED	457577	Dice Throne: Outcasts – Promo Pack	2025	Dice Throne, Inc.	boardgameexpansion		Dice Throne, Inc.	1	name exact (normalised); year unknown one side; publisher exact (Dice Throne, Inc.); kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/457577		rejected 457573 "Dice Throne: Outcasts – Acrylic Tokens" (?) — similarity 0.6 < 0.7	
179	Dice Throne Outcasts: Acrylic Token Upgrades	accessory	yes		PROPOSED	457573	Dice Throne: Outcasts – Acrylic Tokens	2025	Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/457573		rejected 457577 "Dice Throne: Outcasts – Promo Pack" (?) — similarity 0.55 < 0.7	
180	Dice Throne: Adventures – Unchained	expansion	yes	431993	CONFIRMED		Dice Throne: Adventures – Unchained	2025	Roxley	boardgameexpansion	2025	Roxley	0.96	name exact (normalised); year exact (2025); publisher exact (Roxley); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/431993			
181	Tend: 12-Player Expansion	expansion	yes		PROPOSED	466553	Tend: 7-12 Player Expansion	2025	IV Studio	boardgameexpansion		IV Studio	0.89	name similarity 1; year unknown one side; publisher exact (IV Studio); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/466553			
182	Tend: Bonus Farm & Project Sheets	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
183	Tend: Bonus Woods & Mines Scratch Off Cards	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
184	Tend: Stamp Markers	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
185	Tend: Double-sided Neoprene Mat	accessory	yes		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 442736 "Quests & Cannons: The Risen Islands – Double-Sided Neoprene Quick Play Mat" (2025) — similarity 0.5 < 0.7	
186	Tend: Starter Tasks Holographic Card Pack	promo	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
187	Tend: Holographic Box	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
188	Tend: Contrast Washed Zenith Scratch Coins	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
189	Tend: Community Card Pack	promo	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 427388 "Tend" (2025) — same family, different product (isFragmentOf)	
190	Tend: Sleeves	accessory	yes		UNMATCHED									139 candidate(s) found, none the same product		139 candidate(s) found, none the same product	rejected 435151 "Blood: Sleeves" (2026) — similarity 0.5 < 0.7	
191	Tend: 12-Player Expansion Sleeves	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 466553 "Tend: 7-12 Player Expansion" (2025) — same family, different product (isFragmentOf)	
192	Twisted Cryptids: Cryptid Culture Expansion	expansion	yes		PROPOSED	429843	Twisted Cryptids: Cryptid Culture	2025	Unstable Games	boardgameexpansion		Unstable Games	0.78	name similarity 0.89; year unknown one side; publisher exact (Unstable Games); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/429843		rejected 430088 "Twisted Cryptids: Cryptid Play Mats" (?) — similarity 0.6 < 0.7	
193	Twisted Cryptids: KS Exclusive Vinyl Figure Box Set	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430091 "Twisted Cryptids: Vinyl Figure Box Set" (2025) — same family, different product (isFragmentOf)	
194	Twisted Cryptids: KS Exclusive Play Mat Bundle Box	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430086 "Twisted Cryptids: Play Mat Bundle Box" (2025) — same family, different product (isFragmentOf)	
195	Twisted Cryptids: KS Exclusive Double-Sided Cryptid Acrylic Standees	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430087 "Twisted Cryptids: Double-Sided Cryptid Acrylic Standees" (2025) — same family, different product (isFragmentOf)	
196	Twisted Cryptids: KS Exclusive Cryptid Play Mats	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430088 "Twisted Cryptids: Cryptid Play Mats" (2025) — same family, different product (isFragmentOf)	
197	Twisted Cryptids: KS Exclusive Central Play Mat	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430089 "Twisted Cryptids: Central Play Mat" (2025) — same family, different product (isFragmentOf)	
198	Twisted Cryptids: KS Exclusive Rest Area Play Mat	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 430090 "Twisted Cryptids: Rest Area Play Mat" (2025) — same family, different product (isFragmentOf)	
199	Twisted Cryptids: Card Sleeve Packs	accessory	yes		UNMATCHED									28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 429840 "Twisted Cryptids" (2025) — same family, different product (isFragmentOf)	
200	Iliad: Fabric Bags	accessory	yes		UNMATCHED									6 candidate(s) found, none the same product		6 candidate(s) found, none the same product	rejected 340965 "Maharaja: Printed Fabric Player Bags" (2021) — similarity 0.5 < 0.7	
201	Iliad: Deluxe Wood Tiles	accessory	yes		PROPOSED	465335	Iliad: Deluxe Wood Tiles	2025	Bitewing Games	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/465335		rejected 465336 "Iliad: Deluxe Token Pedestal" (?) — similarity 0.5 < 0.7	
202	Iliad: Deluxe Token Pedestal	accessory	yes		PROPOSED	465336	Iliad: Deluxe Token Pedestal	2025	Bitewing Games	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/465336		rejected 465335 "Iliad: Deluxe Wood Tiles" (?) — similarity 0.5 < 0.7	
203	Ichor: Reinforcements & Gates Expansion	expansion	yes		PROPOSED	436368	Ichor: Reinforcements & Gates Expansion	2025	Bitewing Games	boardgameexpansion			1	name exact (normalised); year unknown one side; publisher unknown one side; kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/436368		rejected 465340 "Ichor: Deluxe Acrylic Standees" (?) — similarity 0.25 < 0.7	
204	Ichor: Deluxe Acrylic Standees	accessory	yes		PROPOSED	465340	Ichor: Deluxe Acrylic Standees	2025	Bitewing Games	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/465340		rejected 465341 "Ichor: Deluxe Gate Tiles" (?) — similarity 0.5 < 0.7	
205	Ichor: Deluxe Wood Gate Tiles	accessory	yes		UNMATCHED									9 candidate(s) found, none the same product		9 candidate(s) found, none the same product	rejected 465341 "Ichor: Deluxe Gate Tiles" (2025) — same family, different product (isFragmentOf)	
206	Ichor: Deluxe Resin Discs	accessory	yes		PROPOSED	465342	Ichor: Deluxe Resin Discs	2025	Bitewing Games	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/465342		rejected 465340 "Ichor: Deluxe Acrylic Standees" (?) — similarity 0.5 < 0.7	
207	Brink: Community Card Pack	promo	yes		UNMATCHED									7 candidate(s) found, none the same product		7 candidate(s) found, none the same product	rejected 451782 "Brink: Community Cards Vol 1" (2025) — similarity 0.5 < 0.7	
208	Brink: Bonus Hex Pack	promo	yes		UNMATCHED									7 candidate(s) found, none the same product		7 candidate(s) found, none the same product	rejected 454230 "Brink: Bonus Hexes Vol 1" (2025) — similarity 0.5 < 0.7	
209	Brink: Player Ships and Attachment Miniatures	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 450957 "Brink: Metal First Player Token" (2025) — similarity 0.36 < 0.7	
210	Brink: Faction Objective Miniatures	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 14780 "Brink" (2004) — same family, different product (isFragmentOf)	
211	Brink: Player and Organizational Trays	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 450957 "Brink: Metal First Player Token" (2025) — similarity 0.4 < 0.7	
212	Brink: Custom Influence Cubes	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 14780 "Brink" (2004) — same family, different product (isFragmentOf)	
213	Brink: Holofoil Box	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 14780 "Brink" (2004) — same family, different product (isFragmentOf)	
214	Brink: Holofoil Ambassador & Faction Objective Cards	promo	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 451782 "Brink: Community Cards Vol 1" (2025) — similarity 0.4 < 0.7	
215	Brink: Pre-painted Ship, Attachment, and Faction Objective Miniatures	accessory	yes		UNMATCHED									45 candidate(s) found, none the same product		45 candidate(s) found, none the same product	rejected 14780 "Brink" (2004) — same family, different product (isFragmentOf)	
216	Brink: Sleeves	accessory	yes		UNMATCHED									145 candidate(s) found, none the same product		145 candidate(s) found, none the same product	rejected 435151 "Blood: Sleeves" (2026) — similarity 0.5 < 0.7	
217	Brink: Mat	accessory	yes		UNMATCHED									882 candidate(s) found, none the same product		882 candidate(s) found, none the same product	rejected 11411 "Blip-o-mat" (1977) — similarity 0.5 < 0.7	
218	Moonrakers: Frontier Micro-Expansion	expansion	yes		PROPOSED	460741	Moonrakers: Vanguard Micro-expansion	2025	IV Studio	boardgameexpansion		IV Studio	0.54	name similarity 0.75; year unknown one side; publisher exact (IV Studio); kind expansion ~ BGG boardgameexpansion; 32 candidate ids	https://boardgamegeek.com/boardgame/460741		rejected 424408 "Moonrakers: Frontier" (2025) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "frontier" vs BGG "vanguard" — check this is not a sibling product
219	Super Boss Monster: Neoprene Town Mat	accessory	yes		UNMATCHED									12 candidate(s) found, none the same product		12 candidate(s) found, none the same product	rejected 415524 "Super Boss Monster" (2025) — same family, different product (isFragmentOf)	
220	Super Boss Monster: Wooden Game Tokens	accessory	yes		UNMATCHED									12 candidate(s) found, none the same product		12 candidate(s) found, none the same product	rejected 415524 "Super Boss Monster" (2025) — same family, different product (isFragmentOf)	
221	Super Boss Monster: Collector's Big Box	accessory	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 425374 "Terrorscape: Collector's Big Box" (2023) — similarity 0.6 < 0.7	
222	Super Boss Monster: Neoprene Player Dungeon Mats	accessory	yes		UNMATCHED									12 candidate(s) found, none the same product		12 candidate(s) found, none the same product	rejected 444711 "Super Boss Monster: Neoprene Player Mats (1-4)" (2025) — same family, different product (isFragmentOf)	
223	Super Boss Monster: Kickstarter Pack of Promo Cards	promo	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 418617 "Super Boss Monster: Kickstarter Pack" (?) — same family, different product (isFragmentOf)	
225	Dice Throne X-Men: Dice Tray	accessory	yes		UNMATCHED									10 candidate(s) found, none the same product		10 candidate(s) found, none the same product	rejected 442739 "Marvel Dice Throne: X-Men – Collapsible Dice Tray" (2025) — same family, different product (isFragmentOf)	
228	Dice Throne X-Men: Promo Pack	promo	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.67 < 0.7	
229	Marvel Dice Throne: Token Upgrades	accessory	yes		UNMATCHED									17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 403511 "Marvel Dice Throne: Deadpool" (?) — similarity 0.67 < 0.7	
230	Dice Throne X-Men: Token Upgrades	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.67 < 0.7	
231	Deep Rock Galactic: Bulk Detonator Miniature Expansion	expansion	yes		PROPOSED	422824	Deep Rock Galactic: The Board Game – Bulk Detonator Miniature Expansion	2024	MOOD Publishing	boardgameexpansion		MOOD Publishing	0.78	name similarity 0.82; year unknown one side; publisher exact (MOOD Publishing); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/422824		rejected 401798 "Deep Rock Galactic: Biome Expansion" (?) — similarity 0.67 < 0.7	
232	Deep Rock Galactic: Tyrant Weed Miniature Expansion	expansion	yes		UNMATCHED							MOOD Publishing		21 candidate(s) found, none the same product		21 candidate(s) found, none the same product	rejected 422825 "Deep Rock Galactic: The Board Game – Korlok Tyrant-Weed Miniature Expansion" (2024) — same family, different product (isFragmentOf)	
233	Deep Rock Galactic: Memorial Hall Dwarf Miniature (KS Exclusive)	promo	yes		UNMATCHED									22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.43 < 0.7	
234	Deep Rock Galactic: Beer Coasters	accessory	yes		UNMATCHED									22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.6 < 0.7	
235	Deep Rock Galactic: Mixed Missions Book	expansion	yes		UNMATCHED							MOOD Publishing		22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.55 < 0.7	
236	Deep Rock Galactic: Expansions Dice Tray	accessory	yes		PROPOSED	474545	Deep Rock Galactic: Dice bag	2026	MOOD Publishing	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/474545	2 candidates cleared the gate; runner-up 422829 "Deep Rock Galactic: The Board Game – Dice Tray" at 0.63	rejected 401798 "Deep Rock Galactic: Biome Expansion" (?) — similarity 0.55 < 0.7	differs by one meaningful word: ours "tray" vs BGG "bag" — check this is not a sibling product
237	Deep Rock Galactic: Expansions Plastic Tokens	accessory	yes		PROPOSED	422827	Deep Rock Galactic: The Board Game – Plastic Tokens	2022	MOOD Publishing	boardgameaccessory			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/422827		rejected 425139 "Deep Rock Galactic: The Board Game – Expansion Plastic Tokens" (?) — similarity 0.67 < 0.7	
238	Command of Nature: Sand & Wind Expansion	expansion	yes		PROPOSED	392144	Command of Nature: Sand & Wind	2024	Unstable Games	boardgameexpansion		Unstable Games	0.89	name similarity 0.91; year unknown one side; publisher exact (Unstable Games); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/392144		rejected 417826 "Command of Nature: Sand & Wind Expansion Elemental Sage Standee Set" (?) — same family, different product (isFragmentOf)	
239	Command of Nature: Commemorative Enamel Pin	accessory	yes		UNMATCHED									17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 390422 "Command of Nature" (2024) — same family, different product (isFragmentOf)	
240	Command of Nature: KS Exclusive Vinyl Figure Box	accessory	yes		PROPOSED	417835	Command of Nature: Vinyl Figure Box Set	2024	Unstable Games	boardgameaccessory			0.73	name similarity 0.8; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/417835		rejected 417837 "Command of Nature: Cedar the Twig Sage Vinyl Figure" (?) — similarity 0.59 < 0.7	
241	Command of Nature: Holographic Sage Cards	promo	yes		UNMATCHED									17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 390422 "Command of Nature" (2024) — same family, different product (isFragmentOf)	
242	Command of Nature: KS Exclusive Play Mat Bundle Box	accessory	yes		PROPOSED	417829	Command of Nature: Elemental Play Mat Bundle	2024	Unstable Games	boardgameaccessory			0.63	name similarity 0.75; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/417829		rejected 417827 "Command of Nature: Play Mat Bundle Box" (?) — same family, different product (isFragmentOf)	
243	Command of Nature: KS Exclusive Elemental Play Mats	accessory	yes		UNMATCHED									17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 417829 "Command of Nature: Elemental Play Mat Bundle" (2024) — similarity 0.67 < 0.7	
244	Command of Nature: KS Exclusive Market Play Mat	accessory	yes		UNMATCHED									17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 417845 "Command of Nature: Market Play Mat" (2024) — same family, different product (isFragmentOf)	
245	Command of Nature: Acrylic Standees	accessory	yes		UNMATCHED									34 candidate(s) found, none the same product		34 candidate(s) found, none the same product	rejected 392144 "Command of Nature: Sand & Wind" (?) — similarity 0.6 < 0.7	
246	Command of Nature: Card Sleeves	accessory	yes		UNMATCHED									89 candidate(s) found, none the same product		89 candidate(s) found, none the same product	rejected 425295 "Command of Nature: Solemn Swiper Convention Promo Card" (?) — similarity 0.62 < 0.7	
247	Fractured Sky: Pre-painted Airships, Fortresses, Markets, and Skimmers	accessory	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 370581 "Fractured Sky" (2024) — same family, different product (isFragmentOf)	
248	Fractured Sky: Magnetic Airships & Troop Power Tokens	accessory	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 414179 "Fractured Sky: Metal Starfall Tokens" (2023) — similarity 0.5 < 0.7	
249	Fractured Sky: Holofoil Objective Cards	promo	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 370581 "Fractured Sky" (2024) — same family, different product (isFragmentOf)	
250	Fractured Sky: Holofoil Box	accessory	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 370581 "Fractured Sky" (2024) — same family, different product (isFragmentOf)	
251	Fractured Sky: Black Magic Custom Organizer	accessory	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 370581 "Fractured Sky" (2024) — same family, different product (isFragmentOf)	
252	Fractured Sky: Black Magic Custom Trays	accessory	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 370581 "Fractured Sky" (2024) — same family, different product (isFragmentOf)	
253	Fractured Sky: Lenticular Starfall Cards (KS Exclusive)	promo	yes		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 414179 "Fractured Sky: Metal Starfall Tokens" (2023) — similarity 0.5 < 0.7	
254	Slay the Spire: Character Playmats	accessory	yes		UNMATCHED									10 candidate(s) found, none the same product		10 candidate(s) found, none the same product	rejected 440472 "Slay the Spire: Character & Deck Playmats" (2024) — same family, different product (isFragmentOf)	
255	Slay the Spire: Metal Coins & Merchant Bag	accessory	yes		PROPOSED	440471	Slay the Spire: Merchant Bag & Metal Coins	2024	Contention Games	boardgameaccessory			0.87	name similarity 1; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/440471		rejected 440473 "Slay the Spire: Table Playmat" (?) — similarity 0.5 < 0.7	
256	Slay the Spire: Claw Pack	promo	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 338960 "Slay the Spire: The Board Game" (2024) — same family, different product (isFragmentOf)	
257	Slay the Spire: Beta Art	promo	yes		PROPOSED	420682	Slay the Spire: The Board Game – Beta Art	2024	Contention Games	boardgameaccessory			0.73	name similarity 0.83; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/420682		rejected 440473 "Slay the Spire: Table Playmat" (?) — similarity 0.6 < 0.7	
258	Slay the Spire: Table Playmat & Carry Bag	accessory	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 440473 "Slay the Spire: Table Playmat" (2024) — same family, different product (isFragmentOf)	
259	Savage: Table Mat with EVA Carry Bag	accessory	yes		UNMATCHED									61 candidate(s) found, none the same product		61 candidate(s) found, none the same product	rejected 302761 "Savage" (2021) — same family, different product (isFragmentOf)	
260	Savage: Black Walnut Life Tokens	accessory	yes		UNMATCHED									61 candidate(s) found, none the same product		61 candidate(s) found, none the same product	rejected 302761 "Savage" (2021) — same family, different product (isFragmentOf)	
261	Savage: Black Walnut Leader Token	accessory	yes		UNMATCHED									61 candidate(s) found, none the same product		61 candidate(s) found, none the same product	rejected 302761 "Savage" (2021) — same family, different product (isFragmentOf)	
262	Savage: Sky Blue Card Sleeves	accessory	yes		UNMATCHED									61 candidate(s) found, none the same product		61 candidate(s) found, none the same product	rejected 235053 "Bushido: Savage Wave Special Card Pack 1" (2013) — similarity 0.36 < 0.7	
263	Taverns & Dragons: Sneaky Goblin Expansion	expansion	yes		UNMATCHED							Lord Raccoon Games		2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 339473 "Taverns & Dragons" (2023) — same family, different product (isFragmentOf)	
264	Taverns & Dragons: Pyrodruid Solo Mode	expansion	yes		UNMATCHED							Lord Raccoon Games		2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 339473 "Taverns & Dragons" (2023) — same family, different product (isFragmentOf)	
265	Taverns & Dragons: Quest Cards	promo	yes		UNMATCHED									14 candidate(s) found, none the same product		14 candidate(s) found, none the same product	rejected 19381 "Quest Cards" (2005) — same family, different product (isFragmentOf)	
266	Moon: Custom Sleeves	accessory	yes		UNMATCHED									20 candidate(s) found, none the same product		20 candidate(s) found, none the same product	rejected 304741 "Alone: Custom Card Sleeves" (2020) — similarity 0.57 < 0.7	
267	Moonrakers: Binding Ties Expansion	expansion	yes		PROPOSED	366450	Moonrakers: Binding Ties	2023	IV Studio	boardgameexpansion			0.67	name similarity 0.86; year unknown one side; publisher unknown one side; kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/366450			
268	Moonrakers: Overload Expansion	expansion	yes		PROPOSED	366451	Moonrakers: Overload	2023	IV Studio	boardgameexpansion			0.67	name similarity 0.8; year unknown one side; publisher unknown one side; kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/366451			
269	Moonrakers: Nomad Expansion	expansion	yes		PROPOSED	366452	Moonrakers: Nomad	2023	IV Studio	boardgameexpansion			0.63	name similarity 0.8; year unknown one side; publisher unknown one side; kind expansion ~ BGG boardgameexpansion; 2 candidate ids	https://boardgamegeek.com/boardgame/366452		rejected 367401 "Moonrakers: Nomad Navigation Mat" (2023) — same family, different product (isFragmentOf)	
270	Moonrakers: Game Trayz Custom Insert	accessory	yes		UNMATCHED									32 candidate(s) found, none the same product		32 candidate(s) found, none the same product	rejected 367893 "Moonrakers: Titan Edition (w/o base game)" (2023) — similarity 0.4 < 0.7	
271	Moonrakers: Holo Upgrade Pack	promo	yes		UNMATCHED									32 candidate(s) found, none the same product		32 candidate(s) found, none the same product	rejected 417454 "Moonrakers: Holo Pack" (2023) — same family, different product (isFragmentOf)	
273	Dice Throne Adventures: Santa's Workshop 2022 Promo Pack	promo	yes		UNMATCHED									16 candidate(s) found, none the same product		16 candidate(s) found, none the same product	rejected 373288 "Dice Throne: Santa's Workshop Promo Pack" (?) — same family, different product (isFragmentOf)	
275	Tidal Blades 2: Deluxe Miniature and Resource Set	accessory	yes		UNMATCHED									7 candidate(s) found, none the same product		7 candidate(s) found, none the same product	rejected 456861 "Tidal Blades 2: Rise of the Unfolders – Miniature Set" (2023) — similarity 0.53 < 0.7	
276	Tidal Blades 2: Exclusive Promo Scenarios	promo	yes		UNMATCHED									7 candidate(s) found, none the same product		7 candidate(s) found, none the same product	rejected 475403 "Tidal Blades 2: Wardian Sky" (2027) — similarity 0.44 < 0.7	
277	Casting Shadows: Expansion Pack	expansion	yes		UNMATCHED									19 candidate(s) found, none the same product		19 candidate(s) found, none the same product	rejected 359502 "Casting Shadows" (2023) — same family, different product (isFragmentOf)	
